data_ora,canale,channel_id,iscritti,visualizzazioni_totali,video_totali,video_recenti,views_recenti_totali,views_recenti_per_giorno,ultimo_video_data,stato,dettaglio_errore,YOUTUBE_VALORE_BASE,YOUTUBE_VOLATILITA,YOUTUBE_INDICE_FINALE
02/07/2026 16:08:14,Giuseppe Barbuto,UC4-vIn3K0SnmIkreD8KrQ-A,3170000,1700062082,3253,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Oddman Games,UC0hWgcc02QfOJiSZ24c4uKQ,3100000,1821064528,3071,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Ghali,UCL8aaObaUA14kpqkztGfBYA,9240,79601638,101,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,ErosRamazzotti,UCxYCtNOdDsR1zVp4qpj2JFA,42800,925216735,1847,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Surry,UC3V8twsHOUBGvM_xsQ_4ZJg,3050000,1525397199,5499,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,IL LATO POSITIVO,UC-yUaDGthx7mENfSxd81qfg,3030000,1091420968,10273,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Dolci Melodie,UC9WUMVR1jsan7IleT_bolsQ,2990000,1627989473,139,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Riccardo Dose,UCM3r1mXf1sQRdW3UDz3CLBg,3080000,1256334686,2244,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,ilvostrocaroDexter,UCNo7m7faHS9t3nSDfWXvGww,2940000,1191994812,1834,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Two Players One Console,UCpyDd4YbikHZE-DtNGfpdjQ,2920000,3247068396,4748,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Marija Mimi,UCv5D3kIYeNlgiA2vZ0XYdMQ,2910000,1267755901,1579,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Fabrizio Romano,UCX1em-uaFMS02Rrk_Bowyng,3140000,436337813,2298,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Stella ASMR,UCJ1XeP1hg9K-8XJN9OdApjw,2910000,1173093799,2051,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Disney Kids Italia,UCTLBJ_2dg5G109qFR34wRRA,2900000,2514991358,3097,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,GialloZafferano,UC76vuUkGWnPUDFWcgM2_yMg,2860000,1128742632,6444,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Il Rifugio Perfetto,UC6rWB83cxqfb72-HEagGv2Q,2820000,1117595685,2343,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Isabel Giannuzzi,UCVXKdSXb9LASC7H2CRHyPQA,2820000,1331529216,327,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Baby World and Songs,UCI5HbBYYw47ZCTza_8Hh9BA,3,193,4,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Baby Gang,UCbOpmfgiFaKQc6h1W9bjEWA,1390,245259098,120,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Disney IT,UCBH4HCPqGYZ0Yr6peYP0yag,2740000,458945108,2792,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Geopop,UCx7EWheHmjCW3vX8K2d09vg,2920000,643618887,1734,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,xMurry,UC6BUG6Odz2ubIFlKK7jgvew,2700000,1309060109,3200,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Marcello Barenghi,UCcBnT6LsxANZjUWqpjR8Jpw,2640000,475626823,1563,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Zrekun,UCRfWb9_1yYfp9cPvI9GBmzQ,2790000,1568865154,779,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Laura e Giulia,UCCoSS23vpkBQ64Vyuk2IYIw,2580000,4422457605,1610,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Nickelodeon Italia,UCsHe74knLccbgec6WdGAkPQ,2590000,2173762172,4130,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Feinxy,UCMNFWE0hUtrWPVY0I1qIC4Q,2540000,1040754519,1461,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Asmr With Sasha,UCzp8yn9rUEHL-jqJdSFEONw,2560000,832589644,2926,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Matteo Pelusi,UCuIn6yReJxMfn1zf7fd-M1Q,2520000,525468238,447,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,SAFAA,UCLcXeKotX5iu7nIjDUkRUyQ,2640000,372552422,215,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Lamborghini,UC9DXZC8BCDOW6pYAQKgozqw,2540000,205072025,874,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Awed,UCQQo9hHxHi8gzfFuJSn5-kg,2530000,695936664,785,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Ninna e Matti,UCUlp2N-l95H-8a3wHKswVXg,2640000,2211150018,1880,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,CoccoleSonore,UCfEcBFEBd8DutdOo8NXpj_w,2530000,2324087207,902,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Amedeo Preziosi,UCWPU18q799MFtdRMLaJCh7Q,2510000,839008149,421,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Scottecs,UCqSmyuqVNwklKKlqqdMmV_A,2480000,728385905,632,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,DinsiemE,UC0zUezMTgb3yqxwFz2djmYw,2570000,1758755942,1834,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Seamusica Official,UCSvnev6rpHJvGc5Mf2em4GQ,2410000,2666691251,20633,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,ricette arabe,UCQ9WFkn0FZwy0EyT5Di-ihg,2390000,306889907,1171,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Sfera Ebbasta,UC7-K3cpctiu-1pUllHQqkvg,19900,320210061,229,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Planet Records Official,UCCXpJXESxS2GPzteN-s3jrA,2380000,1918289948,460,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,LaSabri,UCsMTpU5UmqPgwZJFPAsSCiQ,2340000,1055736823,2037,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Progetto Happiness,UCCDtBHQGboy9eTvNd_KqfTA,3020000,354811612,1049,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Gianmarco Zagato,UCIJRzMxARIhYwuLiSG8YVlA,2400000,1113070823,2909,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:08:14,Sespo,UCMsWbGu0Ahx6c4o0qEbbLmw,2320000,671812549,1159,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,PANDA BOI,UC0Wju2yvRlfwqraLlz5152Q,62600000,27474229370,1285,5,4509109,7963,16/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,SlivkiShow,UCU_yU4xGT9hrVFo6euH8LLw,21500000,5388305010,521,5,12219916,84794,27/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Lionfield,UCHwpDpLoyJgtFXoAaaSut4Q,16600000,28082119790,2037,5,32823632,1935467,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,mercuri_88,UCxuBvuxd7lU7fx-8aactdVA,15400000,8741798218,1933,5,398054,31215,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Davie504,UCgFvT6pUq9HLOvKBYERzXSQ,13900000,3670086206,1055,5,5105199,86977,28/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Khaby Lame,UC86suRFnqiw8zN6LIYxddYQ,12900000,4903550996,342,5,7122726,170037,30/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Juventus,UCLzKhsxrExAC6yAdtZ-BOWw,14700000,1785392211,8063,5,310487,68360,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,The Quinetto's,UCfZGcP5hn4oIbLb8YZ-e3yw,11600000,8315142992,2504,5,40411,4565,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Serie A,UCBJeMCIeLQos7wacox4hmLQ,10300000,4830838123,33859,5,26688,5007,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Born2Kill,UCNpNPMjP5S3qvXnUS0KRepw,10300000,914463510,616,5,2087762,60967,28/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Me contro Te,UCAravTV5JMlA34hSiFeLphQ,120000,35040125,98,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,iPantellas,UCD-aXv7CMezGSTfxmKAD6Ag,7040000,5305791762,1808,5,803991,64524,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Andrea Bocelli,UCN0yeXZgAizy8VhiLj0-tIg,45400,402754386,3007,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Masha e Orso,UCSH8CjSBSMnD1gYvTOyjREw,7160000,4075203357,2130,5,115234,9411,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Tom Sings,UC666C9LIqqKhegz8ROGGuXw,7250000,4621039935,1635,5,521875,168582,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,FavijTV,UCSFC5Cio8zaLQDFPxA7y_HQ,6720000,4394134730,3466,5,799627,50044,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Magnetic Games,UCwnjkBGhMfrNjDBA3BjwVeA,6820000,3458382439,861,5,88978,5822,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Rai,UCKUzdt2sELyxd6mz-bAx3bA,6590000,6973843508,108080,5,2581,1032,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Warner Music Italy,UC9PZVgJF-mX4aDDzLE4z5Zg,6190000,3227910884,1757,5,107125,2272,29/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Maneskin Official,UCgQna2EqpzqzfBjlSmzT72w,5730000,3574737712,92,5,63883765,13365,23/11/2023,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Leonardograti,UCbhFezdRFJHHReiSyNwksnQ,5440000,6965375861,10953,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,JMMates,UCgzT6VaCrpF3QLZQa6ZcNcg,5360000,67572680,31,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Ameli TVIT,UC9FqpQX13mX-lLBWlTZ6Q0Q,5360000,2354101784,607,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Film&Clips,UCNT5YLfnn2cQGIxGw8iOxJQ,5490000,1534880356,16198,5,1188,364,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,WhenGamersFail Lyon,UC1OGV4dczjRz8wNLRaezJ5Q,5240000,8517342158,10834,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,WB Kids Italiano,UCSMrqS8IssKKIILuz48IGSA,5330000,2629147920,1118,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Antonio Palmucci,UCUMKhiOBYNgBLUHcXcjj0WA,5040000,3825525886,368,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,HALIDONMUSIC,UCyOfqgtsQaM3S-VZnsYnHjQ,5010000,2425130808,2580,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,PANDA GIRL,UC3s2gS8SgIGEETZeHGPKlfg,1810000,251572496,524,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Daniele Vitale Sax,UCaQhy_pdgjkcVeh6bIfoVlg,4530000,1072473172,463,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,AS Roma,UCLttSYJ6kPtlcurY96kXkQw,5600000,397743527,4216,5,1274324,6760,06/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,5 MINUTI CREATIVI,UCYzJ25VqINzsrrdPyBNpbAg,4380000,1191010793,6830,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,andrewemily16,UCnwY53ecHQLmzCwLZCvJS-g,4450000,4377389442,5620,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,clips mix,UCogFmwd_6QgQ4qZtU2gDDVQ,4310000,2923517825,5922,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,St3pNy,UCMggu4tZ2N6SD4FebIbMDpA,4300000,2623271042,5713,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,theShow,UCYZ3uwiIy1LrwrAywLeQSlQ,4280000,1876053116,2791,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Arnaldo Mangini,UCoW3NnFgnDATwU9eUOswisg,4360000,4697647424,3827,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Nicsed,UC_5BrHpQhPIcMPngAFVRMkg,5050000,2636673497,1116,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Paky Official,UCF0e4oTaZk9qr0f2qT-dzhw,4380000,5297307046,21294,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,RealPenguin,UCkrVUrWINI5n9OyWvYDcrLg,3920000,288395206,55,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,CiccioGamer89,UC1jTVZboWRPpjGKAN921M5w,3690000,1695725270,8841,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,DisneyJuniorIT,UClb8YSegoA2ZRSSXqXlFJaA,3720000,2996483573,2305,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Anima,UCwI4CxLKLyxhPOnIb00z3Gg,2530,21528059,71,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,MikeShowSha,UCfZFwPGOpbWk0z0Fk7tU6yA,3620000,2153407777,5137,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Haki asmr,UCcroCdDcJ9CQkbMydKupNUw,3480000,27174323,257,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Gabby16bit,UC3VEGA6pJKPsPAHyB3n5BNQ,3500000,3449810965,4048,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,kishinpain,UCzG9rE-_zcI0yN5Vvt39M_w,3470000,762896747,599,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Fatto in Casa da Benedetta,UCIIe8pQHrmWSzs1i5o3r10w,3430000,1076405288,1761,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Fashion Channel,UCepVy23t8l-CEaASZzfo9Jg,3480000,2338575024,52453,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Fanpage.it,UCWJhBqnyVdHAuxexgjghNFw,3320000,3360363514,42901,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Davidlap,UCdVHWfWPwwiOzMHpcwEATmA,3300000,1149516127,448,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,HeyKids - Canzoni Per Bimbi,UCv1eHXj4h8gRX8DYfFz0Jxg,3310000,3276310833,689,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Ali Hashem,UC_vvH5uc96CoQHs8e0OLjdg,3420000,539965366,244,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Giuseppe Barbuto,UC4-vIn3K0SnmIkreD8KrQ-A,3170000,1700062082,3253,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Oddman Games,UC0hWgcc02QfOJiSZ24c4uKQ,3100000,1821064528,3071,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Ghali,UCL8aaObaUA14kpqkztGfBYA,9240,79601638,101,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,ErosRamazzotti,UCxYCtNOdDsR1zVp4qpj2JFA,42800,925216735,1847,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Surry,UC3V8twsHOUBGvM_xsQ_4ZJg,3050000,1525397199,5499,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,IL LATO POSITIVO,UC-yUaDGthx7mENfSxd81qfg,3030000,1091420968,10273,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Dolci Melodie,UC9WUMVR1jsan7IleT_bolsQ,2990000,1627989473,139,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Riccardo Dose,UCM3r1mXf1sQRdW3UDz3CLBg,3080000,1256334686,2244,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,ilvostrocaroDexter,UCNo7m7faHS9t3nSDfWXvGww,2940000,1191994812,1834,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Two Players One Console,UCpyDd4YbikHZE-DtNGfpdjQ,2920000,3247068396,4748,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Marija Mimi,UCv5D3kIYeNlgiA2vZ0XYdMQ,2910000,1267755901,1579,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Fabrizio Romano,UCX1em-uaFMS02Rrk_Bowyng,3140000,436337813,2298,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Stella ASMR,UCJ1XeP1hg9K-8XJN9OdApjw,2910000,1173093799,2051,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Disney Kids Italia,UCTLBJ_2dg5G109qFR34wRRA,2900000,2514991358,3097,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,GialloZafferano,UC76vuUkGWnPUDFWcgM2_yMg,2860000,1128742632,6444,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Il Rifugio Perfetto,UC6rWB83cxqfb72-HEagGv2Q,2820000,1117595685,2343,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Isabel Giannuzzi,UCVXKdSXb9LASC7H2CRHyPQA,2820000,1331529216,327,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Baby World and Songs,UCI5HbBYYw47ZCTza_8Hh9BA,3,193,4,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Baby Gang,UCbOpmfgiFaKQc6h1W9bjEWA,1390,245259098,120,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Disney IT,UCBH4HCPqGYZ0Yr6peYP0yag,2740000,458945108,2792,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Geopop,UCx7EWheHmjCW3vX8K2d09vg,2920000,643618887,1734,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,xMurry,UC6BUG6Odz2ubIFlKK7jgvew,2700000,1309060109,3200,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Marcello Barenghi,UCcBnT6LsxANZjUWqpjR8Jpw,2640000,475626823,1563,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Zrekun,UCRfWb9_1yYfp9cPvI9GBmzQ,2790000,1568865154,779,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Laura e Giulia,UCCoSS23vpkBQ64Vyuk2IYIw,2580000,4422457605,1610,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Nickelodeon Italia,UCsHe74knLccbgec6WdGAkPQ,2590000,2173762172,4130,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Feinxy,UCMNFWE0hUtrWPVY0I1qIC4Q,2540000,1040754519,1461,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Asmr With Sasha,UCzp8yn9rUEHL-jqJdSFEONw,2560000,832589644,2926,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Matteo Pelusi,UCuIn6yReJxMfn1zf7fd-M1Q,2520000,525468238,447,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,SAFAA,UCLcXeKotX5iu7nIjDUkRUyQ,2640000,372552422,215,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Lamborghini,UC9DXZC8BCDOW6pYAQKgozqw,2540000,205072025,874,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Awed,UCQQo9hHxHi8gzfFuJSn5-kg,2530000,695936664,785,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Ninna e Matti,UCUlp2N-l95H-8a3wHKswVXg,2640000,2211150018,1880,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,CoccoleSonore,UCfEcBFEBd8DutdOo8NXpj_w,2530000,2324087207,902,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Amedeo Preziosi,UCWPU18q799MFtdRMLaJCh7Q,2510000,839008149,421,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Scottecs,UCqSmyuqVNwklKKlqqdMmV_A,2480000,728385905,632,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,DinsiemE,UC0zUezMTgb3yqxwFz2djmYw,2570000,1758755942,1834,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Seamusica Official,UCSvnev6rpHJvGc5Mf2em4GQ,2410000,2666691251,20633,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,ricette arabe,UCQ9WFkn0FZwy0EyT5Di-ihg,2390000,306889907,1171,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Sfera Ebbasta,UC7-K3cpctiu-1pUllHQqkvg,19900,320210061,229,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Planet Records Official,UCCXpJXESxS2GPzteN-s3jrA,2380000,1918289948,460,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,LaSabri,UCsMTpU5UmqPgwZJFPAsSCiQ,2340000,1055736823,2037,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Progetto Happiness,UCCDtBHQGboy9eTvNd_KqfTA,3020000,354811612,1049,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Gianmarco Zagato,UCIJRzMxARIhYwuLiSG8YVlA,2400000,1113070823,2909,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:23:32,Sespo,UCMsWbGu0Ahx6c4o0qEbbLmw,2320000,671812549,1159,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,PANDA BOI,UC0Wju2yvRlfwqraLlz5152Q,62600000,27474229370,1285,5,4509167,7962,16/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,SlivkiShow,UCU_yU4xGT9hrVFo6euH8LLw,21500000,5388305010,521,5,12221461,84711,27/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Lionfield,UCHwpDpLoyJgtFXoAaaSut4Q,16600000,28082119790,2037,5,32924752,1935654,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,mercuri_88,UCxuBvuxd7lU7fx-8aactdVA,15400000,8741798218,1933,5,399156,31187,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Davie504,UCgFvT6pUq9HLOvKBYERzXSQ,13900000,3670086206,1055,5,5106074,86898,28/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Khaby Lame,UC86suRFnqiw8zN6LIYxddYQ,12900000,4903550996,342,5,7123982,169644,30/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Juventus,UCLzKhsxrExAC6yAdtZ-BOWw,14700000,1785392211,8063,5,313826,68378,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,The Quinetto's,UCfZGcP5hn4oIbLb8YZ-e3yw,11600000,8315142992,2504,5,40475,4530,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Serie A,UCBJeMCIeLQos7wacox4hmLQ,10300000,4830838123,33859,5,26909,5047,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Born2Kill,UCNpNPMjP5S3qvXnUS0KRepw,10300000,914463510,616,5,2088351,60882,28/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Me contro Te,UCAravTV5JMlA34hSiFeLphQ,120000,35040125,98,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,iPantellas,UCD-aXv7CMezGSTfxmKAD6Ag,7040000,5305791762,1808,5,814417,65254,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Andrea Bocelli,UCN0yeXZgAizy8VhiLj0-tIg,45400,402754386,3007,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Masha e Orso,UCSH8CjSBSMnD1gYvTOyjREw,7160000,4075203357,2130,5,115648,9386,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Tom Sings,UC666C9LIqqKhegz8ROGGuXw,7250000,4621039935,1635,5,535853,171247,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,FavijTV,UCSFC5Cio8zaLQDFPxA7y_HQ,6720000,4394134730,3466,5,801395,50001,01/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Magnetic Games,UCwnjkBGhMfrNjDBA3BjwVeA,6820000,3458382439,861,5,89319,5916,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Rai,UCKUzdt2sELyxd6mz-bAx3bA,6590000,6973843508,108080,5,2791,1116,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Warner Music Italy,UC9PZVgJF-mX4aDDzLE4z5Zg,6190000,3227910884,1757,5,107206,2272,29/06/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Maneskin Official,UCgQna2EqpzqzfBjlSmzT72w,5730000,3574737712,92,5,63884266,13365,23/11/2023,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Leonardograti,UCbhFezdRFJHHReiSyNwksnQ,5440000,6965375861,10953,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,JMMates,UCgzT6VaCrpF3QLZQa6ZcNcg,5360000,67572680,31,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Ameli TVIT,UC9FqpQX13mX-lLBWlTZ6Q0Q,5360000,2354101784,607,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Film&Clips,UCNT5YLfnn2cQGIxGw8iOxJQ,5490000,1534880356,16198,5,1194,361,02/07/2026,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,WhenGamersFail Lyon,UC1OGV4dczjRz8wNLRaezJ5Q,5240000,8517342158,10835,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,WB Kids Italiano,UCSMrqS8IssKKIILuz48IGSA,5330000,2629147920,1118,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Antonio Palmucci,UCUMKhiOBYNgBLUHcXcjj0WA,5040000,3825525886,368,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,HALIDONMUSIC,UCyOfqgtsQaM3S-VZnsYnHjQ,5010000,2425130808,2580,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,PANDA GIRL,UC3s2gS8SgIGEETZeHGPKlfg,1810000,251572496,524,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,Daniele Vitale Sax,UCaQhy_pdgjkcVeh6bIfoVlg,4530000,1072473172,463,,,,,ok,,75.12,0.0,75.12
02/07/2026 16:38:56,AS Roma,UCLttSYJ6kPtlcurY96kXkQw,5600000,397743527,4216,5,1274326,6758,06/06/2026,ok,,75.12,0.0,75.12
